n,t,x,y,vx,vy,rx,ry
1,0.1,2.71716,2.8763,4.1716,,-1.23704,-0.292562,-0.309697
2,0.1,3.13139,2.74949,4.14234,,-1.26801,-0.288628,-0.253427
3,0.1,3.54274,2.62016,4.11348,,-1.29335,-0.276196,-0.20427
4,0.1,3.95133,2.48878,4.08586,,-1.31378,-0.258806,-0.163011
5,0.1,4.35733,2.35577,4.05998,,-1.33008,-0.239134,-0.129287
6,0.1,4.76093,2.22147,4.03607,,-1.34301,-0.218988,-0.102181
7,0.1,5.16235,2.08615,4.01417,,-1.35323,-0.199476,-0.08061
8,0.1,5.56177,1.95002,3.99422,,-1.36129,-0.181205,-0.0635327
9,0.1,5.95938,1.81326,3.9761,,-1.36764,-0.164454,-0.0500381
10,0.1,6.35535,1.67599,3.95966,,-1.37265,-0.149296,-0.0393714
11,0.1,6.74982,1.53833,3.94473,,-1.37658,-0.135692,-0.0309251
12,0.1,7.14294,1.40036,3.93116,,-1.37968,-0.123539,-0.0242196
13,0.1,7.53482,1.26215,3.9188,,-1.3821,-0.112708,-0.0188796
14,0.1,7.92557,1.12376,3.90753,,-1.38399,-0.103062,-0.014613
15,0.1,8.31529,0.98521,3.89723,,-1.38545,-0.094469,-0.0111929
16,0.1,8.70407,0.846554,3.88778,,-1.38657,-0.0868056,-0.00844267
17,0.1,9.09198,0.707812,3.8791,,-1.38741,-0.07996,-0.0062249
18,0.1,9.47909,0.569009,3.8711,,-1.38803,-0.0738328,-0.00443202
19,0.1,9.86546,0.430161,3.86372,,-1.38848,-0.0683366,-0.00297966
20,0.1,10.2512,0.291284,3.85689,,-1.38878,-0.063395,-0.00180135
21,0.1,10.6362,0.152388,3.85055,,-1.38896,-0.0589411,-0.000844467
22,0.1,11.0207,0.013484,3.84465,,-1.38904,-0.0549172,-6.71921e-05
23,0.1,11.4046,-0.125421,3.83916,,-1.38905,-0.0512729,0.000563868
24,0.1,11.788,-0.26432,3.83403,,-1.38899,-0.0479644,0.0010755
25,0.1,12.1709,-0.403208,3.82924,,-1.38888,-0.0449536,0.00148926
26,0.1,12.5534,-0.542082,3.82474,,-1.38873,-0.0422076,0.00182261
27,0.1,12.9354,-0.680937,3.82052,,-1.38855,-0.0396973,0.00208971
28,0.1,13.3171,-0.819771,3.81655,,-1.38834,-0.0373975,0.00230211
29,0.1,13.6984,-0.958582,3.81281,,-1.38811,-0.0352862,0.00246925
30,0.1,14.0793,-1.09737,3.80928,,-1.38787,-0.033344,0.0025989
31,0.1,14.4599,-1.23613,3.80595,,-1.38761,-0.0315538,0.00269743
32,0.1,14.8402,-1.37486,3.80279,,-1.38734,-0.0299006,0.00277013
33,0.1,15.2202,-1.51357,3.7998,,-1.38706,-0.0283711,0.00282137
34,0.1,15.5999,-1.65225,3.79697,,-1.38678,-0.0269536,0.00285477
35,0.1,15.9793,-1.7909,3.79427,,-1.38649,-0.0256377,0.00287338
36,0.1,16.3585,-1.92952,3.79171,,-1.3862,-0.0244141,0.0028797
37,0.1,16.7374,-2.06811,3.78927,,-1.38592,-0.0232745,0.00287585
38,0.1,17.1161,-2.20667,3.78694,,-1.38563,-0.0222115,0.0028636
39,0.1,17.4945,-2.34521,3.78472,,-1.38534,-0.0212187,0.00284443
40,0.1,17.8728,-2.48371,3.78259,,-1.38506,-0.0202899,0.00281961
41,0.1,18.2509,-2.62219,3.78057,,-1.38478,-0.01942,0.00279016
42,0.1,18.6287,-2.76064,3.77862,,-1.3845,-0.0186041,0.00275699
43,0.1,19.0064,-2.89906,3.77676,,-1.38422,-0.0178379,0.00272083
44,0.1,19.3839,-3.03746,3.77498,,-1.38395,-0.0171175,0.00268231
45,0.1,19.7612,-3.17582,3.77327,,-1.38368,-0.0164394,0.00264198
46,0.1,20.1384,-3.31417,3.77162,,-1.38342,-0.0158004,0.00260026
47,0.1,20.5154,-3.45248,3.77004,,-1.38316,-0.0151975,0.00255755
48,0.1,20.8922,-3.59077,3.76852,,-1.3829,-0.0146282,0.00251416
49,0.1,21.269,-3.72904,3.76706,,-1.38265,-0.01409,0.00247036
50,0.1,21.6455,-3.86728,3.76565,,-1.3824,-0.0135806,0.00242637
51,0.1,22.0219,-4.00549,3.76429,,-1.38216,-0.0130982,0.00238239
52,0.1,22.3982,-4.14368,3.76298,,-1.38192,-0.0126408,0.00233856
53,0.1,22.7744,-4.28185,3.76172,,-1.38169,-0.0122068,0.00229502
54,0.1,23.1505,-4.42,3.7605,,-1.38146,-0.0117946,0.00225188
55,0.1,23.5264,-4.55812,3.75932,,-1.38123,-0.0114027,0.00220923
56,0.1,23.9022,-4.69622,3.75818,,-1.38101,-0.01103,0.00216713
57,0.1,24.2779,-4.8343,3.75708,,-1.3808,-0.0106751,0.00212566
58,0.1,24.6535,-4.97236,3.75601,,-1.38058,-0.010337,0.00208486
59,0.1,25.029,-5.1104,3.75498,,-1.38037,-0.0100145,0.00204476
60,0.1,25.4044,-5.24842,3.75397,,-1.38017,-0.00970689,0.00200539
61,0.1,25.7797,-5.38641,3.753,,-1.37997,-0.00941312,0.00196678
62,0.1,26.1549,-5.52439,3.75206,,-1.37977,-0.00913242,0.00192893
63,0.1,26.53,-5.66235,3.75115,,-1.37958,-0.00886402,0.00189186
64,0.1,26.9051,-5.80029,3.75026,,-1.37939,-0.00860723,0.00185558
65,0.1,27.28,-5.93821,3.7494,,-1.37921,-0.00836139,0.00182008
66,0.1,27.6549,-6.07611,3.74857,,-1.37902,-0.00812589,0.00178536
67,0.1,28.0296,-6.21399,3.74775,,-1.37884,-0.00790016,0.00175141
68,0.1,28.4043,-6.35186,3.74696,,-1.37867,-0.00768366,0.00171824
69,0.1,28.779,-6.48971,3.74619,,-1.3785,-0.00747591,0.00168583
70,0.1,29.1535,-6.62754,3.74545,,-1.37833,-0.00727644,0.00165417
71,0.1,29.528,-6.76536,3.74472,,-1.37816,-0.00708482,0.00162325
72,0.1,29.9024,-6.90316,3.74401,,-1.378,-0.00690064,0.00159306
73,0.1,30.2767,-7.04094,3.74332,,-1.37784,-0.00672353,0.00156358
74,0.1,30.651,-7.17871,3.74265,,-1.37769,-0.00655314,0.0015348
75,0.1,31.0252,-7.31647,3.74199,,-1.37753,-0.00638911,0.0015067
76,0.1,31.3993,-7.4542,3.74135,,-1.37738,-0.00623115,0.00147928
77,0.1,31.7734,-7.59193,3.74073,,-1.37723,-0.00607897,0.00145251
78,0.1,32.1474,-7.72964,3.74012,,-1.37709,-0.00593227,0.00142638
79,0.1,32.5213,-7.86733,3.73953,,-1.37695,-0.00579081,0.00140087
80,0.1,32.8952,-8.00501,3.73895,,-1.37681,-0.00565433,0.00137597
81,0.1,33.2691,-8.14268,3.73839,,-1.37667,-0.00552262,0.00135167
82,0.1,33.6429,-8.28033,3.73783,,-1.37653,-0.00539544,0.00132795
83,0.1,34.0166,-8.41797,3.73729,,-1.3764,-0.00527259,0.00130479
84,0.1,34.3903,-8.5556,3.73677,,-1.37627,-0.00515388,0.00128218
85,0.1,34.7639,-8.69321,3.73625,,-1.37614,-0.00503913,0.00126011
86,0.1,35.1375,-8.83081,3.73575,,-1.37602,-0.00492817,0.00123856
87,0.1,35.511,-8.9684,3.73525,,-1.37589,-0.00482082,0.00121751
88,0.1,35.8845,-9.10598,3.73477,,-1.37577,-0.00471693,0.00119696
89,0.1,36.2579,-9.24355,3.7343,,-1.37565,-0.00461636,0.00117689
90,0.1,36.6313,-9.3811,3.73384,,-1.37553,-0.00451897,0.00115729
91,0.1,37.0046,-9.51864,3.73339,,-1.37542,-0.00442462,0.00113814
92,0.1,37.3779,-9.65617,3.73294,,-1.3753,-0.0043332,0.00111943
93,0.1,37.7512,-9.79369,3.73251,,-1.37519,-0.00424457,0.00110116
94,0.1,38.1244,-9.9312,3.73209,,-1.37508,-0.00415863,0.0010833
95,0.1,38.4975,-10.0687,3.73167,,-1.37497,-0.00407527,0.00106585
96,0.1,38.8707,-10.2062,3.73126,,-1.37487,-0.00399439,0.0010488
97,0.1,39.2438,-10.3437,3.73086,,-1.37476,-0.00391589,0.00103213
98,0.1,39.6168,-10.4811,3.73047,,-1.37466,-0.00383968,0.00101584
99,0.1,39.9898,-10.6186,3.73009,,-1.37456,-0.00376567,0.000999907
100,0.1,40.3628,-10.756,3.72971,,-1.37446,-0.00369378,0.000984333
101,0.1,40.7357,-10.8935,3.72934,,-1.37436,-0.00362393,0.000969103
102,0.1,41.1086,-11.0309,3.72898,,-1.37426,-0.00355603,0.000954208
103,0.1,41.4815,-11.1683,3.72862,,-1.37417,-0.00349003,0.000939641
104,0.1,41.8543,-11.3057,3.72828,,-1.37407,-0.00342584,0.00092539
105,0.1,42.2271,-11.4431,3.72793,,-1.37398,-0.00336341,0.000911449
106,0.1,42.5999,-11.5805,3.7276,,-1.37389,-0.00330266,0.000897808
107,0.1,42.9726,-11.7179,3.72727,,-1.3738,-0.00324355,0.00088446
108,0.1,43.3453,-11.8552,3.72694,,-1.37371,-0.00318601,0.000871397
109,0.1,43.7179,-11.9926,3.72662,,-1.37362,-0.00312998,0.00085861
110,0.1,44.0906,-12.13,3.72631,,-1.37354,-0.00307542,0.000846094
111,0.1,44.4632,-12.2673,3.726,,-1.37345,-0.00302228,0.00083384
112,0.1,44.8357,-12.4046,3.7257,,-1.37337,-0.00297049,0.000821842
113,0.1,45.2083,-12.542,3.7254,,-1.37329,-0.00292003,0.000810093
114,0.1,45.5808,-12.6793,3.72511,,-1.37321,-0.00287084,0.000798587
115,0.1,45.9533,-12.8166,3.72482,,-1.37313,-0.00282288,0.000787317
116,0.1,46.3257,-12.9539,3.72454,,-1.37305,-0.00277612,0.000776276
117,0.1,46.6982,-13.0912,3.72426,,-1.37297,-0.0027305,0.00076546
118,0.1,47.0706,-13.2285,3.72399,,-1.37289,-0.002686,0.000754862
119,0.1,47.4429,-13.3658,3.72372,,-1.37282,-0.00264258,0.000744477
120,0.1,47.8153,-13.5031,3.72346,,-1.37274,-0.00260021,0.000734299
121,0.1,48.1876,-13.6403,3.7232,,-1.37267,-0.00255884,0.000724323
122,0.1,48.5599,-13.7776,3.72294,,-1.3726,-0.00251845,0.000714544
123,0.1,48.9322,-13.9148,3.72269,,-1.37253,-0.00247902,0.000704957
124,0.1,49.3044,-14.0521,3.72244,,-1.37245,-0.0024405,0.000695557
125,0.1,49.6766,-14.1893,3.7222,,-1.37239,-0.00240287,0.00068634
126,0.1,50.0488,-14.3265,3.72196,,-1.37232,-0.0023661,0.0006773
127,0.1,50.421,-14.4638,3.72172,,-1.37225,-0.00233017,0.000668434
128,0.1,50.7931,-14.601,3.72149,,-1.37218,-0.00229506,0.000659737
129,0.1,51.1653,-14.7382,3.72126,,-1.37212,-0.00226073,0.000651206
130,0.1,51.5374,-14.8754,3.72103,,-1.37205,-0.00222717,0.000642835
131,0.1,51.9094,-15.0126,3.72081,,-1.37199,-0.00219434,0.000634621
132,0.1,52.2815,-15.1498,3.72059,,-1.37192,-0.00216224,0.000626561
133,0.1,52.6535,-15.287,3.72038,,-1.37186,-0.00213084,0.00061865
134,0.1,53.0256,-15.4242,3.72016,,-1.3718,-0.00210012,0.000610886
135,0.1,53.3976,-15.5613,3.71995,,-1.37174,-0.00207005,0.000603264
136,0.1,53.7695,-15.6985,3.71974,,-1.37168,-0.00204063,0.000595781
137,0.1,54.1415,-15.8357,3.71954,,-1.37162,-0.00201183,0.000588434
138,0.1,54.5134,-15.9728,3.71934,,-1.37156,-0.00198364,0.00058122
139,0.1,54.8853,-16.11,3.71914,,-1.3715,-0.00195603,0.000574136
140,0.1,55.2572,-16.2471,3.71895,,-1.37144,-0.001929,0.000567178
141,0.1,55.6291,-16.3843,3.71875,,-1.37139,-0.00190252,0.000560344
142,0.1,56.001,-16.5214,3.71856,,-1.37133,-0.00187659,0.00055363
143,0.1,56.3728,-16.6585,3.71837,,-1.37128,-0.00185118,0.000547035
144,0.1,56.7446,-16.7956,3.71819,,-1.37122,-0.00182628,0.000540555
145,0.1,57.1164,-16.9328,3.71801,,-1.37117,-0.00180189,0.000534188
146,0.1,57.4882,-17.0699,3.71783,,-1.37111,-0.00177797,0.000527931
147,0.1,57.86,-17.207,3.71765,,-1.37106,-0.00175454,0.000521781
148,0.1,58.2317,-17.3441,3.71747,,-1.37101,-0.00173156,0.000515737
149,0.1,58.6034,-17.4812,3.7173,,-1.37096,-0.00170903,0.000509796
150,0.1,58.9752,-17.6183,3.71713,,-1.37091,-0.00168694,0.000503956
151,0.1,59.3469,-17.7553,3.71696,,-1.37086,-0.00166527,0.000498214
152,0.1,59.7185,-17.8924,3.71679,,-1.37081,-0.00164402,0.000492569
153,0.1,60.0902,-18.0295,3.71663,,-1.37076,-0.00162317,0.000487017
154,0.1,60.4618,-18.1666,3.71647,,-1.37071,-0.00160272,0.000481558
155,0.1,60.8335,-18.3036,3.71631,,-1.37066,-0.00158265,0.000476189
156,0.1,61.2051,-18.4407,3.71615,,-1.37061,-0.00156295,0.000470908
157,0.1,61.5767,-18.5778,3.71599,,-1.37056,-0.00154363,0.000465714
158,0.1,61.9483,-18.7148,3.71584,,-1.37052,-0.00152465,0.000460604
159,0.1,62.3198,-18.8519,3.71569,,-1.37047,-0.00150603,0.000455576
160,0.1,62.6914,-18.9889,3.71554,,-1.37043,-0.00148774,0.00045063
161,0.1,63.0629,-19.1259,3.71539,,-1.37038,-0.00146979,0.000445763
162,0.1,63.4345,-19.263,3.71524,,-1.37034,-0.00145216,0.000440973
163,0.1,63.806,-19.4,3.71509,,-1.37029,-0.00143484,0.000436259
164,0.1,64.1775,-19.537,3.71495,,-1.37025,-0.00141783,0.00043162
165,0.1,64.5489,-19.674,3.71481,,-1.37021,-0.00140113,0.000427054
166,0.1,64.9204,-19.8111,3.71467,,-1.37016,-0.00138471,0.000422559
167,0.1,65.2919,-19.9481,3.71453,,-1.37012,-0.00136859,0.000418133
168,0.1,65.6633,-20.0851,3.71439,,-1.37008,-0.00135274,0.000413777
169,0.1,66.0347,-20.2221,3.71426,,-1.37004,-0.00133717,0.000409487
170,0.1,66.4061,-20.3591,3.71412,,-1.37,-0.00132186,0.000405263
171,0.1,66.7775,-20.4961,3.71399,,-1.36996,-0.00130682,0.000401104
172,0.1,67.1489,-20.6331,3.71386,,-1.36992,-0.00129203,0.000397007
173,0.1,67.5203,-20.7701,3.71373,,-1.36988,-0.00127749,0.000392973
174,0.1,67.8917,-20.907,3.7136,,-1.36984,-0.0012632,0.000388999
175,0.1,68.263,-21.044,3.71348,,-1.3698,-0.00124914,0.000385084
176,0.1,68.6343,-21.181,3.71335,,-1.36976,-0.00123532,0.000381228
177,0.1,69.0057,-21.318,3.71323,,-1.36972,-0.00122173,0.000377429
178,0.1,69.377,-21.4549,3.71311,,-1.36968,-0.00120836,0.000373686
179,0.1,69.7483,-21.5919,3.71299,,-1.36965,-0.0011952,0.000369998
180,0.1,70.1196,-21.7289,3.71287,,-1.36961,-0.00118227,0.000366364
181,0.1,70.4908,-21.8658,3.71275,,-1.36957,-0.00116954,0.000362783
182,0.1,70.8621,-22.0028,3.71263,,-1.36954,-0.00115701,0.000359254
183,0.1,71.2333,-22.1397,3.71252,,-1.3695,-0.00114469,0.000355775
184,0.1,71.6046,-22.2767,3.7124,,-1.36946,-0.00113256,0.000352346
185,0.1,71.9758,-22.4136,3.71229,,-1.36943,-0.00112062,0.000348967
186,0.1,72.347,-22.5506,3.71218,,-1.36939,-0.00110887,0.000345635
187,0.1,72.7182,-22.6875,3.71207,,-1.36936,-0.00109731,0.000342351
188,0.1,73.0894,-22.8244,3.71196,,-1.36933,-0.00108592,0.000339112
189,0.1,73.4606,-22.9614,3.71185,,-1.36929,-0.00107471,0.000335919
190,0.1,73.8318,-23.0983,3.71174,,-1.36926,-0.00106368,0.000332771
191,0.1,74.203,-23.2352,3.71163,,-1.36923,-0.00105281,0.000329667
192,0.1,74.5741,-23.3721,3.71153,,-1.36919,-0.00104211,0.000326605
193,0.1,74.9453,-23.509,3.71142,,-1.36916,-0.00103157,0.000323586
194,0.1,75.3164,-23.6459,3.71132,,-1.36913,-0.00102119,0.000320608
195,0.1,75.6875,-23.7829,3.71122,,-1.3691,-0.00101097,0.00031767
196,0.1,76.0586,-23.9198,3.71112,,-1.36906,-0.0010009,0.000314773
197,0.1,76.4297,-24.0567,3.71102,,-1.36903,-0.000990975,0.000311915
198,0.1,76.8008,-24.1936,3.71092,,-1.369,-0.000981201,0.000309095
199,0.1,77.1719,-24.3305,3.71082,,-1.36897,-0.000971571,0.000306313
200,0.1,77.543,-24.4674,3.71072,,-1.36894,-0.000962082,0.000303568
201,0.1,77.914,-24.6043,3.71063,,-1.36891,-0.000952731,0.00030086
202,0.1,78.2851,-24.7411,3.71053,,-1.36888,-0.000943516,0.000298188
203,0.1,78.6561,-24.878,3.71044,,-1.36885,-0.000934435,0.000295551
204,0.1,79.0272,-25.0149,3.71034,,-1.36882,-0.000925484,0.000292948
205,0.1,79.3982,-25.1518,3.71025,,-1.36879,-0.00091666,0.00029038
206,0.1,79.7692,-25.2887,3.71016,,-1.36876,-0.000907963,0.000287845
207,0.1,80.1402,-25.4255,3.71007,,-1.36873,-0.000899389,0.000285343
208,0.1,80.5112,-25.5624,3.70998,,-1.3687,-0.000890936,0.000282873
209,0.1,80.8822,-25.6993,3.70989,,-1.36868,-0.000882601,0.000280435
210,0.1,81.2532,-25.8361,3.7098,,-1.36865,-0.000874383,0.000278028
211,0.1,81.6241,-25.973,3.70971,,-1.36862,-0.000866279,0.000275652
212,0.1,81.9951,-26.1099,3.70963,,-1.36859,-0.000858288,0.000273306
213,0.1,82.3661,-26.2467,3.70954,,-1.36856,-0.000850406,0.00027099
214,0.1,82.737,-26.3836,3.70946,,-1.36854,-0.000842633,0.000268703
215,0.1,83.1079,-26.5204,3.70937,,-1.36851,-0.000834966,0.000266444
216,0.1,83.4789,-26.6573,3.70929,,-1.36848,-0.000827403,0.000264214
217,0.1,83.8498,-26.7941,3.70921,,-1.36846,-0.000819943,0.000262012
218,0.1,84.2207,-26.931,3.70912,,-1.36843,-0.000812583,0.000259837
219,0.1,84.5916,-27.0678,3.70904,,-1.36841,-0.000805321,0.000257688
220,0.1,84.9625,-27.2046,3.70896,,-1.36838,-0.000798157,0.000255566
221,0.1,85.3334,-27.3415,3.70888,,-1.36835,-0.000791088,0.000253471
222,0.1,85.7043,-27.4783,3.7088,,-1.36833,-0.000784112,0.0002514
223,0.1,86.0752,-27.6151,3.70873,,-1.3683,-0.000777229,0.000249355
224,0.1,86.446,-27.752,3.70865,,-1.36828,-0.000770435,0.000247335
225,0.1,86.8169,-27.8888,3.70857,,-1.36825,-0.000763731,0.000245338
226,0.1,87.1877,-28.0256,3.70849,,-1.36823,-0.000757113,0.000243366
227,0.1,87.5586,-28.1624,3.70842,,-1.36821,-0.000750581,0.000241418
228,0.1,87.9294,-28.2992,3.70834,,-1.36818,-0.000744134,0.000239492
229,0.1,88.3002,-28.4361,3.70827,,-1.36816,-0.000737769,0.00023759
230,0.1,88.671,-28.5729,3.7082,,-1.36813,-0.000731486,0.00023571
231,0.1,89.0419,-28.7097,3.70812,,-1.36811,-0.000725282,0.000233852
232,0.1,89.4127,-28.8465,3.70805,,-1.36809,-0.000719157,0.000232016
233,0.1,89.7835,-28.9833,3.70798,,-1.36806,-0.00071311,0.000230201
234,0.1,90.1543,-29.1201,3.70791,,-1.36804,-0.000707138,0.000228408
235,0.1,90.525,-29.2569,3.70784,,-1.36802,-0.000701242,0.000226635
236,0.1,90.8958,-29.3937,3.70777,,-1.36799,-0.000695418,0.000224883
237,0.1,91.2666,-29.5305,3.7077,,-1.36797,-0.000689668,0.000223151
238,0.1,91.6373,-29.6673,3.70763,,-1.36795,-0.000683988,0.000221439
239,0.1,92.0081,-29.8041,3.70756,,-1.36793,-0.000678378,0.000219746
240,0.1,92.3789,-29.9409,3.70749,,-1.36791,-0.000672836,0.000218073
241,0.1,92.7496,-30.0777,3.70742,,-1.36788,-0.000667363,0.000216418
242,0.1,93.1203,-30.2145,3.70736,,-1.36786,-0.000661956,0.000214783
243,0.1,93.4911,-30.3512,3.70729,,-1.36784,-0.000656615,0.000213165
244,0.1,93.8618,-30.488,3.70723,,-1.36782,-0.000651337,0.000211566
245,0.1,94.2325,-30.6248,3.70716,,-1.3678,-0.000646124,0.000209985
246,0.1,94.6032,-30.7616,3.7071,,-1.36778,-0.000640973,0.000208421
247,0.1,94.9739,-30.8984,3.70703,,-1.36776,-0.000635883,0.000206875
248,0.1,95.3446,-31.0351,3.70697,,-1.36774,-0.000630853,0.000205346
249,0.1,95.7153,-31.1719,3.7069,,-1.36772,-0.000625883,0.000203833
250,0.1,96.086,-31.3087,3.70684,,-1.36769,-0.000620972,0.000202338
251,0.1,96.4567,-31.4454,3.70678,,-1.36767,-0.000616118,0.000200858
252,0.1,96.8273,-31.5822,3.70672,,-1.36765,-0.000611321,0.000199395
253,0.1,97.198,-31.719,3.70666,,-1.36763,-0.00060658,0.000197947
254,0.1,97.5687,-31.8557,3.7066,,-1.36761,-0.000601893,0.000196516
255,0.1,97.9393,-31.9925,3.70654,,-1.3676,-0.000597261,0.000195099
256,0.1,98.31,-32.1292,3.70648,,-1.36758,-0.000592682,0.000193698
257,0.1,98.6806,-32.266,3.70642,,-1.36756,-0.000588156,0.000192312
258,0.1,99.0512,-32.4028,3.70636,,-1.36754,-0.000583681,0.00019094
259,0.1,99.4219,-32.5395,3.7063,,-1.36752,-0.000579258,0.000189584
260,0.1,99.7925,-32.6763,3.70624,,-1.3675,-0.000574884,0.000188241
261,0.1,100.163,-32.813,3.70618,,-1.36748,-0.00057056,0.000186913
262,0.1,100.534,-32.9498,3.70613,,-1.36746,-0.000566284,0.000185599
263,0.1,100.904,-33.0865,3.70607,,-1.36744,-0.000562056,0.000184298
264,0.1,101.275,-33.2232,3.70601,,-1.36742,-0.000557876,0.000183011
265,0.1,101.646,-33.36,3.70596,,-1.36741,-0.000553742,0.000181738
266,0.1,102.016,-33.4967,3.7059,,-1.36739,-0.000549654,0.000180477
267,0.1,102.387,-33.6335,3.70585,,-1.36737,-0.000545611,0.00017923
268,0.1,102.757,-33.7702,3.70579,,-1.36735,-0.000541612,0.000177996
269,0.1,103.128,-33.9069,3.70574,,-1.36733,-0.000537657,0.000176774
270,0.1,103.498,-34.0437,3.70569,,-1.36732,-0.000533746,0.000175565
271,0.1,103.869,-34.1804,3.70563,,-1.3673,-0.000529877,0.000174368
272,0.1,104.24,-34.3171,3.70558,,-1.36728,-0.00052605,0.000173183
273,0.1,104.61,-34.4538,3.70553,,-1.36726,-0.000522264,0.00017201
274,0.1,104.981,-34.5906,3.70547,,-1.36725,-0.000518519,0.000170849
275,0.1,105.351,-34.7273,3.70542,,-1.36723,-0.000514814,0.0001697
276,0.1,105.722,-34.864,3.70537,,-1.36721,-0.000511149,0.000168562
277,0.1,106.092,-35.0007,3.70532,,-1.3672,-0.000507523,0.000167436
278,0.1,106.463,-35.1374,3.70527,,-1.36718,-0.000503935,0.000166321
279,0.1,106.833,-35.2742,3.70522,,-1.36716,-0.000500385,0.000165217
280,0.1,107.204,-35.4109,3.70517,,-1.36715,-0.000496873,0.000164124
281,0.1,107.574,-35.5476,3.70512,,-1.36713,-0.000493397,0.000163041
282,0.1,107.945,-35.6843,3.70507,,-1.36711,-0.000489958,0.00016197
283,0.1,108.315,-35.821,3.70502,,-1.3671,-0.000486555,0.000160909
284,0.1,108.686,-35.9577,3.70497,,-1.36708,-0.000483187,0.000159858
285,0.1,109.056,-36.0944,3.70492,,-1.36707,-0.000479854,0.000158817
286,0.1,109.427,-36.2311,3.70488,,-1.36705,-0.000476555,0.000157787
287,0.1,109.797,-36.3678,3.70483,,-1.36703,-0.00047329,0.000156766
288,0.1,110.168,-36.5045,3.70478,,-1.36702,-0.000470059,0.000155756
289,0.1,110.538,-36.6412,3.70473,,-1.367,-0.000466861,0.000154755
290,0.1,110.909,-36.7779,3.70469,,-1.36699,-0.000463695,0.000153764
291,0.1,111.279,-36.9146,3.70464,,-1.36697,-0.000460561,0.000152782
292,0.1,111.65,-37.0513,3.7046,,-1.36696,-0.000457459,0.000151809
293,0.1,112.02,-37.188,3.70455,,-1.36694,-0.000454388,0.000150846
294,0.1,112.391,-37.3247,3.7045,,-1.36693,-0.000451348,0.000149892
295,0.1,112.761,-37.4614,3.70446,,-1.36691,-0.000448339,0.000148947
296,0.1,113.131,-37.5981,3.70441,,-1.3669,-0.00044536,0.000148011
297,0.1,113.502,-37.7348,3.70437,,-1.36688,-0.00044241,0.000147083
298,0.1,113.872,-37.8715,3.70433,,-1.36687,-0.000439489,0.000146165
299,0.1,114.243,-38.0082,3.70428,,-1.36685,-0.000436597,0.000145254
300,0.1,114.613,-38.1448,3.70424,,-1.36684,-0.000433734,0.000144353
301,0.1,114.984,-38.2815,3.70419,,-1.36682,-0.000430899,0.000143459
302,0.1,115.354,-38.4182,3.70415,,-1.36681,-0.000428091,0.000142574
303,0.1,115.724,-38.5549,3.70411,,-1.36679,-0.000425311,0.000141697
304,0.1,116.095,-38.6916,3.70407,,-1.36678,-0.000422558,0.000140828
305,0.1,116.465,-38.8282,3.70402,,-1.36677,-0.000419832,0.000139967
306,0.1,116.836,-38.9649,3.70398,,-1.36675,-0.000417132,0.000139114
307,0.1,117.206,-39.1016,3.70394,,-1.36674,-0.000414458,0.000138269
308,0.1,117.576,-39.2383,3.7039,,-1.36672,-0.000411809,0.000137431
309,0.1,117.947,-39.3749,3.70386,,-1.36671,-0.000409186,0.000136601
310,0.1,118.317,-39.5116,3.70382,,-1.3667,-0.000406588,0.000135779
311,0.1,118.688,-39.6483,3.70378,,-1.36668,-0.000404014,0.000134963
312,0.1,119.058,-39.7849,3.70374,,-1.36667,-0.000401465,0.000134155
313,0.1,119.428,-39.9216,3.7037,,-1.36666,-0.00039894,0.000133355
314,0.1,119.799,-40.0583,3.70366,,-1.36664,-0.000396439,0.000132561
315,0.1,120.169,-40.1949,3.70362,,-1.36663,-0.000393961,0.000131775
316,0.1,120.539,-40.3316,3.70358,,-1.36662,-0.000391506,0.000130995
317,0.1,120.91,-40.4682,3.70354,,-1.3666,-0.000389075,0.000130223
318,0.1,121.28,-40.6049,3.7035,,-1.36659,-0.000386665,0.000129457
319,0.1,121.65,-40.7416,3.70346,,-1.36658,-0.000384279,0.000128698
320,0.1,122.021,-40.8782,3.70342,,-1.36656,-0.000381914,0.000127945
321,0.1,122.391,-41.0149,3.70338,,-1.36655,-0.000379571,0.000127199
322,0.1,122.761,-41.1515,3.70334,,-1.36654,-0.000377249,0.00012646
323,0.1,123.132,-41.2882,3.70331,,-1.36653,-0.000374949,0.000125727
324,0.1,123.502,-41.4248,3.70327,,-1.36651,-0.00037267,0.000125
325,0.1,123.872,-41.5615,3.70323,,-1.3665,-0.000370411,0.00012428
326,0.1,124.243,-41.6981,3.7032,,-1.36649,-0.000368173,0.000123566
327,0.1,124.613,-41.8348,3.70316,,-1.36648,-0.000365955,0.000122858
328,0.1,124.983,-41.9714,3.70312,,-1.36646,-0.000363757,0.000122156
329,0.1,125.354,-42.1081,3.70309,,-1.36645,-0.000361579,0.00012146
330,0.1,125.724,-42.2447,3.70305,,-1.36644,-0.000359421,0.00012077
331,0.1,126.094,-42.3814,3.70301,,-1.36643,-0.000357281,0.000120085
332,0.1,126.465,-42.518,3.70298,,-1.36642,-0.000355161,0.000119407
333,0.1,126.835,-42.6546,3.70294,,-1.3664,-0.00035306,0.000118734
334,0.1,127.205,-42.7913,3.70291,,-1.36639,-0.000350977,0.000118067
335,0.1,127.575,-42.9279,3.70287,,-1.36638,-0.000348913,0.000117406
336,0.1,127.946,-43.0646,3.70284,,-1.36637,-0.000346866,0.00011675
