n,t,x,y,vx,vy,rx,ry
984,0.1,367.552,-131.489,3.69508,,-1.36367,-4.12133e-05,1.47437e-05
985,0.1,367.921,-131.625,3.69507,,-1.36367,-4.11301e-05,1.47144e-05
986,0.1,368.291,-131.761,3.69507,,-1.36367,-4.10472e-05,1.46852e-05
987,0.1,368.66,-131.898,3.69506,,-1.36367,-4.09645e-05,1.46561e-05
988,0.1,369.03,-132.034,3.69506,,-1.36367,-4.08821e-05,1.46271e-05
989,0.1,369.399,-132.171,3.69506,,-1.36367,-4.07999e-05,1.45981e-05
990,0.1,369.769,-132.307,3.69505,,-1.36367,-4.07179e-05,1.45693e-05
991,0.1,370.138,-132.443,3.69505,,-1.36366,-4.06363e-05,1.45405e-05
992,0.1,370.508,-132.58,3.69504,,-1.36366,-4.05548e-05,1.45118e-05
993,0.1,370.877,-132.716,3.69504,,-1.36366,-4.04736e-05,1.44832e-05
994,0.1,371.247,-132.852,3.69504,,-1.36366,-4.03927e-05,1.44547e-05
995,0.1,371.616,-132.989,3.69503,,-1.36366,-4.03119e-05,1.44263e-05
996,0.1,371.986,-133.125,3.69503,,-1.36366,-4.02315e-05,1.43979e-05
997,0.1,372.355,-133.261,3.69502,,-1.36366,-4.01512e-05,1.43697e-05
998,0.1,372.725,-133.398,3.69502,,-1.36365,-4.00712e-05,1.43415e-05
999,0.1,373.094,-133.534,3.69502,,-1.36365,-3.99915e-05,1.43134e-05
1000,0.1,373.464,-133.671,3.69501,,-1.36365,-3.9912e-05,1.42853e-05
